Time,Y,X1,X2,X3,X4,X5,X6,X7,X8,X9
2023-02-09T20:05:00,2.746123,27489.26367,1106.700073,5.453744,14.112774,33.146347,91.72995,33.040268,102.847649,145388.2188
2023-02-09T20:06:00,2.627055,27475.00781,1110.234253,5.454436,14.112774,33.126862,91.673676,32.999134,103.248146,145460.8438
2023-02-09T20:07:00,2.621643,27430.58594,1105.567871,5.45409,14.093292,33.126862,91.690979,32.940681,103.069557,145089.7188
2023-02-09T20:08:00,2.563192,27435.95703,1088.931763,5.451666,14.088962,33.126862,91.652023,32.921196,102.674454,145153.2031
2023-02-09T20:09:00,2.568604,27412.34961,1087.902954,5.452704,14.02185,33.107384,91.652023,32.960163,102.999184,144990.4219
2023-02-09T20:10:00,2.506906,27495.2832,1108.973145,5.452358,14.071644,33.126862,91.690979,33.131195,103.545815,145180.7969
2023-02-09T20:11:00,2.68659,27408.99805,1110.171631,5.453052,14.052158,33.146347,91.907478,33.341183,103.572876,144831.5781
2023-02-09T20:12:00,2.627055,27470.98633,1099.211426,5.454436,14.071644,33.167995,91.950775,33.549011,103.269798,144667.1875
2023-02-09T20:13:00,2.566439,27411.74023,1087.457642,5.453744,14.049995,33.187477,91.989746,33.84993,103.29686,144708.2656
2023-02-09T20:15:00,2.661693,27475.87305,1107.956055,5.455476,14.052158,33.258923,92.210556,34.36084,103.794785,144835.5156
2023-02-09T20:16:00,2.611902,27478.98047,1109.478394,5.45513,14.02185,33.258923,92.327461,34.549183,103.442993,144485.2813
2023-02-09T20:17:00,2.640045,27394.52539,1100.150024,5.455822,14.002368,33.258923,92.349113,34.620625,103.145332,144603.4844
2023-02-09T20:18:00,2.627055,27469.06055,1089.462402,5.456168,14.02185,33.2784,92.388084,34.590321,103.518753,144994.4531
2023-02-09T20:19:00,2.747206,27375.83594,1092.649902,5.456861,14.052158,33.265411,92.487656,34.549183,104.119522,144830.2031
2023-02-09T20:20:00,2.746123,27409.78125,1109.488159,5.456168,14.019686,33.2784,92.626228,34.339188,104.292709,144830.2031
2023-02-09T20:21:00,2.683342,27471.90039,1110.309448,5.457208,14.052158,33.237274,92.769096,34.079403,103.995026,144616.5781
2023-02-09T20:22:00,2.627055,27593.71094,1100.216919,5.45894,14.052158,33.217789,92.868683,33.908386,103.594528,144680.2969
2023-02-09T20:23:00,2.628139,27579.36133,1089.160156,5.45894,14.037004,33.187477,92.907654,33.908386,103.821846,144460.8594
2023-02-09T20:24:00,2.627055,27607.16797,1090.595947,5.458593,14.052158,33.187477,93.007233,33.84993,104.076225,145002.4219
2023-02-09T20:25:00,2.601078,27614.44531,1107.792725,5.458247,14.019686,33.14851,93.063522,33.808796,103.811012,144457.1563
2023-02-09T20:26:00,2.620561,27622.20508,1112.561279,5.459286,14.052158,33.167995,93.085167,33.678902,103.12368,144492.7969
2023-02-09T20:27:00,2.488503,27568.18164,1097.343506,5.461364,14.019686,33.167995,92.968262,33.717873,102.771881,144269.2344
2023-02-09T20:28:00,2.446289,27494.78906,1087.493896,5.453744,14.071644,33.187477,92.747452,33.789318,102.999184,146196.5156
2023-02-09T20:29:00,2.505824,27553.01172,1093.861938,5.452012,14.019686,33.237274,92.647873,33.717873,103.242737,146614.8281
2023-02-09T20:30:00,2.506906,27490.86719,1107.66687,5.452012,14.019686,33.239437,92.487656,33.544685,102.896347,146075.2656
2023-02-09T20:31:00,2.505824,27575.42578,1110.471191,5.45028,14.000201,33.258923,92.249527,33.339016,102.447151,145759.75
2023-02-09T20:32:00,2.566439,27512.0332,1099.098877,5.449588,14.000201,33.297886,92.050362,33.187477,102.14949,145809.1406
2023-02-09T20:33:00,2.446289,27547.63477,1088.727417,5.448202,14.000201,33.239437,91.838203,33.14851,102.301018,146416.7969
2023-02-09T20:34:00,2.443041,27498.00977,1088.60083,5.449588,14.000201,33.239437,91.608727,33.087898,102.198196,146218.7656
2023-02-09T20:35:00,2.627055,27473.51758,1108.753174,5.45028,14.019686,33.217789,91.387901,32.996964,101.797684,146223.3906
2023-02-09T20:36:00,2.68659,27473.81836,1113.052124,5.450973,14.049995,33.237274,91.149773,32.867073,101.397186,145908.25
2023-02-09T20:37:00,2.616231,27509.80664,1097.96106,5.450626,14.019686,33.187477,90.933273,32.728531,101.451309,146191.9219
2023-02-09T20:38:00,2.608655,27533.11328,1089.851318,5.449588,14.049995,33.217789,90.872665,32.576984,101.846397,146322.4844
2023-02-09T20:39:00,2.566439,27459.46289,1091.406372,5.448548,14.043498,33.126862,90.81205,32.408123,102.14949,145736.6875
2023-02-09T20:40:00,2.567521,27538.10352,1107.868774,5.449241,14.019686,33.107384,90.851021,32.336681,101.90052,145714.4375
2023-02-09T20:41:00,2.607572,27536.5332,1109.957275,5.45028,14.071644,33.109547,90.872665,32.48822,101.624489,145746.0156
2023-02-09T20:42:00,2.595666,27523.60156,1103.575439,5.449241,14.071644,33.068413,90.911629,32.786976,102.046638,145768.25
2023-02-09T20:43:00,2.566439,27505.46484,1086.954956,5.45028,14.049995,33.068413,91.132462,33.187477,102.425499,145867.375
2023-02-09T20:44:00,2.60649,27452.76758,1091.181885,5.449934,14.049995,33.087898,91.253685,33.668076,102.549988,145420.6719
2023-02-09T20:45:00,2.566439,27521.58789,1109.401489,5.449588,14.091125,33.126862,91.348946,34.107548,102.447151,145357.3906
2023-02-09T20:46:00,2.565357,27553.06445,1110.707031,5.448548,14.071644,33.217789,91.491821,34.646606,102.771881,145569.4688
2023-02-09T20:47:00,2.500412,27469.59375,1094.745972,5.448548,14.049995,33.239437,91.630379,34.967007,103.221092,145515.5625
2023-02-09T20:48:00,2.558862,27510.41602,1088.827637,5.449934,14.049995,33.300049,91.838203,35.196484,103.275208,145641.9531
2023-02-09T20:49:00,2.575098,27410.05664,1099.648438,5.448895,14.069477,33.319534,92.007065,35.257095,103.096619,145230.7344
2023-02-09T20:50:00,2.506906,27465.69531,1108.960083,5.449241,14.069477,33.408295,92.128304,35.218132,103.269798,145167.3594
2023-02-09T20:51:00,2.628139,27478.2207,1111.546631,5.448895,14.000201,33.410465,92.271172,35.086071,103.800194,145651.2656
2023-02-09T20:52:00,2.621643,27521.08008,1099.309937,5.448548,14.091125,33.410465,92.42704,34.895561,104.124931,145574.4063
2023-02-09T20:53:00,2.566439,27446.31641,1085.773315,5.448895,14.071644,33.358501,92.686829,34.726704,103.989616,145163.1875
2023-02-09T20:54:00,2.628139,27520.7793,1095.545776,5.448548,14.069477,33.339016,92.82972,34.620625,103.702766,145004.7188
2023-02-09T20:55:00,2.568604,27456.07227,1108.267334,5.448895,14.069477,33.317368,92.929306,34.627121,103.675705,144913.6094
2023-02-09T20:56:00,2.567521,27493.75781,1109.541626,5.448895,14.088962,33.239437,93.007233,34.746189,104.049164,144850.0938
2023-02-09T20:57:00,2.674682,27411.82422,1100.651245,5.448202,14.069477,33.239437,93.085167,34.726704,104.249405,145018.0938
2023-02-09T20:58:00,2.604325,27419.16602,1087.539185,5.444045,14.069477,33.219952,93.189087,34.666092,104.049164,144887.0781
2023-02-09T20:59:00,2.446289,27477.66406,1093.174927,5.45028,14.049995,33.239437,93.167435,34.577328,103.65406,145135.6719
2023-02-09T21:00:00,2.549121,27409.5957,1106.100464,5.450973,14.069477,33.219952,93.046204,34.566498,103.453812,144850.0938
2023-02-09T21:01:00,2.630304,27464.96484,1108.34729,5.449588,14.088962,33.217789,92.950951,34.466915,103.800194,145103.9688
2023-02-09T21:02:00,2.566439,27416.28711,1108.994385,5.448895,14.091125,33.239437,92.907654,34.337025,104.049164,145199.0469
2023-02-09T21:03:00,2.625973,27447.74805,1091.837158,5.45028,14.071644,33.239437,92.907654,34.107548,103.92466,145208.3438
2023-02-09T21:04:00,2.745041,27373.80859,1084.991943,5.450973,14.069477,33.239437,92.808067,33.826118,103.453812,144958.6719
2023-02-09T21:05:00,2.68659,27374.68945,1103.700317,5.45132,14.127928,33.239437,92.665184,33.69622,103.253571,145298.2813
2023-02-09T21:06:00,2.628139,27449.70898,1110.534058,5.45132,14.11061,33.239437,92.587257,33.596642,103.475464,145003.625
2023-02-09T21:07:00,2.685507,27511.9707,1109.22583,5.450973,14.088962,33.258923,92.526627,33.486237,103.378044,145098.8125
2023-02-09T21:08:00,2.806741,27466.81445,1091.826416,5.451666,14.130092,33.219952,92.405388,33.317368,103.026237,144822.3125
2023-02-09T21:09:00,2.680094,27574.03711,1088.728516,5.453052,14.069477,33.189644,92.288498,33.087898,103.026237,145361.6406
2023-02-09T21:10:00,2.671435,27539.63281,1098.844238,5.45132,14.091125,33.239437,92.188904,33.035938,103.177803,145139.8125
2023-02-09T21:11:00,2.807823,27582.66602,1107.195923,5.452358,14.071644,33.187477,92.085007,33.02079,103.226509,144926.9063
2023-02-09T21:12:00,2.806741,27542.99023,1107.375122,5.453744,14.073807,33.167995,92.046036,33.055424,102.77729,145130.5313
2023-02-09T21:13:00,2.674682,27591.22656,1107.322754,5.452704,14.091125,33.219952,91.907478,33.146347,102.425499,144472.25
2023-02-09T21:14:00,2.672517,27627.0957,1090.116455,5.451666,14.091125,33.167995,91.708305,33.336853,102.631165,144781.2656
2023-02-09T21:15:00,2.803494,27533.1582,1086.40918,5.453744,14.071644,33.167995,91.613052,33.42778,103.12368,145134.6406
2023-02-09T21:16:00,2.806741,27549.51953,1103.555298,5.452012,14.091125,33.187477,91.652023,33.546848,103.323921,145361.6406
2023-02-09T21:17:00,2.61948,27531.7832,1108.641357,5.452704,14.11061,33.187477,91.652023,33.527363,102.993774,145257.3125
2023-02-09T21:18:00,2.683342,27608.24219,1109.440186,5.452358,14.071644,33.217789,91.652023,33.657253,102.77729,145225.625
2023-02-09T21:19:00,2.767771,27558.73438,1095.916626,5.450973,14.108443,33.167995,91.669334,33.787144,103.177803,145234.9219
2023-02-09T21:20:00,2.867356,27532.01563,1086.826782,5.450973,14.069477,33.167995,91.72995,33.906216,103.599937,145384
2023-02-09T21:21:00,2.868439,27566.09766,1096.749268,5.450973,14.11061,33.167995,91.929123,34.016628,103.475464,145076.3594
2023-02-09T21:22:00,2.692002,27519.67578,1108.075439,5.450973,14.11061,33.146347,92.007065,34.057755,103.150742,145167.3594
2023-02-09T21:23:00,2.566439,27512.24414,1109.750977,5.451666,14.130092,33.167995,92.028717,34.207134,103.372635,145225.625
2023-02-09T21:24:00,2.55778,27556.11523,1100.855103,5.450626,14.11061,33.217789,92.128304,34.337025,103.973373,145483.9375
2023-02-09T21:25:00,2.721228,27567.25391,1086.948486,5.450973,14.091125,33.237274,92.249527,34.527534,104.222343,145393.2969
2023-02-09T21:26:00,2.674682,27536.81641,1090.477539,5.451666,14.071644,33.2784,92.366432,34.668255,104.173645,145447.2969
2023-02-09T21:27:00,2.85545,27478.45898,1108.650879,5.45132,14.11061,33.297886,92.487656,34.856594,103.875961,145012.8906
2023-02-09T21:28:00,2.747206,27472.63672,1109.626831,5.45132,14.11061,33.297886,92.587257,35.116379,103.724419,144908.375
2023-02-09T21:29:00,2.725558,27549.42969,1103.690063,5.45132,14.130092,33.317368,92.7258,35.23761,104.146584,145415.6406
2023-02-09T21:30:00,2.685507,27585.33984,1090.702881,5.450626,14.071644,33.317368,92.847038,35.196484,104.428009,145158.0781
2023-02-09T21:31:00,2.527472,27531.49023,1087.562988,5.45028,14.130092,33.297886,92.907654,34.969173,104.022102,145298.2813
2023-02-09T21:32:00,2.550203,27495.91406,1104.717407,5.45028,14.071644,33.317368,92.886009,34.707218,103.648651,145103.9688
2023-02-09T21:33:00,2.554533,27576.23047,1112.142334,5.450626,14.071644,33.2784,92.82972,34.49506,103.897598,145826.5
2023-02-09T21:34:00,2.685507,27488.83203,1105.613037,5.45132,14.11061,33.256752,92.82972,34.337025,104.249405,145794.9375
2023-02-09T21:35:00,2.667105,27556.02539,1090.052856,5.45132,14.071644,33.237274,92.808067,34.127033,104.119522,145171.5156
2023-02-09T21:36:00,2.628139,27498.73828,1087.202637,5.452012,14.071644,33.187477,92.7258,33.936523,103.599937,145393.2969
2023-02-09T21:37:00,2.683342,27472.10938,1105.173096,5.450973,14.091125,33.165829,92.630554,33.828281,103.448402,145393.2969
2023-02-09T21:38:00,2.68659,27475.48242,1108.793091,5.45028,14.091125,33.146347,92.569923,33.735191,103.92466,145646.3281
2023-02-09T21:39:00,2.566439,27474.09961,1108.525757,5.45132,14.091125,33.126862,92.509308,33.56633,104.09787,145741.1094
2023-02-09T21:40:00,2.505824,27472.5,1092.274902,5.451666,14.11061,33.165829,92.509308,33.336853,103.821846,145035.3594
2023-02-09T21:41:00,2.622726,27505.72852,1087.956543,5.450626,14.071644,33.137684,92.42704,33.252422,103.323921,144971.875
2023-02-09T21:42:00,2.61948,27510.25,1101.816895,5.45028,14.069477,33.126862,92.388084,33.356339,103.29686,145794.9375
2023-02-09T21:43:00,2.506906,27532.70898,1108.843994,5.450973,14.11061,33.126862,92.349113,33.468914,103.475464,145284.7969
2023-02-09T21:44:00,2.484174,27553.39258,1109.877563,5.450973,14.11061,33.126862,92.288498,33.546848,103.248146,145035.3594
2023-02-09T21:45:00,2.683342,27496.75781,1091.687866,5.452012,14.069477,33.146347,92.132629,33.598804,102.999184,145352.3281
2023-02-09T21:46:00,2.68659,27515.92773,1087.248291,5.45132,14.130092,33.165829,91.929123,33.546848,103.026237,145257.3125
2023-02-09T21:47:00,2.440877,27490.91406,1099.793945,5.450626,14.10195,33.165829,91.838203,33.56633,103.594528,145189.7656
2023-02-09T21:48:00,2.446289,27560.73828,1106.983032,5.45028,14.108443,33.217789,91.890167,33.568497,103.821846,145452.3125
2023-02-09T21:49:00,2.627055,27476.24219,1107.1875,5.450626,14.091125,33.237274,91.890167,33.507885,103.475464,145483.9375
2023-02-09T21:50:00,2.627055,27532.64844,1108.049683,5.450973,14.11061,33.237274,91.929123,33.676739,103.183212,145320.6719
2023-02-09T21:51:00,2.625973,27525.69727,1090.677124,5.45132,14.071644,33.213455,91.989746,33.886738,103.221092,145203.2188
2023-02-09T21:52:00,2.563192,27514.07422,1085.886108,5.449934,14.130092,33.185314,92.028717,34.038277,103.670296,145284.7969
2023-02-09T21:53:00,2.628139,27515.06055,1105.76416,5.449934,14.11061,33.217789,92.149948,34.168167,103.746071,145357.3906
2023-02-09T21:54:00,2.685507,27543.94141,1109.352783,5.45028,14.071644,33.217789,92.188904,34.148682,103.524178,145094.7031
2023-02-09T21:55:00,2.608655,27481.15625,1108.500366,5.45028,14.071644,33.185314,92.232201,34.168167,103.470055,145325.7344
2023-02-09T21:56:00,2.565357,27543.24805,1091.694702,5.449241,14.071644,33.185314,92.288498,34.278576,103.848907,145601.0625
2023-02-09T21:57:00,2.555615,27501.88672,1086.721069,5.449241,14.11061,33.185314,92.42704,34.358673,104.049164,145253.125
2023-02-09T21:58:00,2.625973,27524.10352,1103.871704,5.448548,14.052158,33.215626,92.548279,34.378159,103.92466,145240.0156
2023-02-09T21:59:00,2.537213,27541.95508,1110.952759,5.447163,14.080301,33.185314,92.647873,34.378159,103.92466,145036.4219
2023-02-09T22:00:00,2.627055,27466.33008,1108.241211,5.448202,14.071644,33.185314,92.747452,34.41713,104.222343,145167.3594
2023-02-09T22:01:00,2.68226,27461.72461,1089.490601,5.448202,14.11061,33.235104,92.886009,34.512375,104.298111,145578.7656
2023-02-09T22:02:00,2.627055,27530.53711,1086.867065,5.448202,14.075971,33.217789,92.968262,34.508049,103.951721,145312.2031
2023-02-09T22:03:00,2.61948,27554.32227,1104.91272,5.447509,14.091125,33.237274,92.968262,34.508049,103.599937,144505.6406
2023-02-09T22:04:00,2.624892,27537.39844,1110.973511,5.448202,14.11061,33.237274,92.929306,34.469078,103.697357,145036.4219
2023-02-09T22:05:00,2.627055,27540.97852,1108.997925,5.448202,14.11061,33.256752,92.907654,34.447433,104.070816,145411.3906
2023-02-09T22:06:00,2.543709,27475.93555,1088.299927,5.448202,14.11061,33.295719,92.907654,34.298061,104.049164,145537.8594
2023-02-09T22:07:00,2.747206,27530.59961,1085.242676,5.448202,14.11061,33.295719,92.898987,34.07724,103.648651,145284.7969
2023-02-09T22:08:00,2.627055,27485.34961,1104.111938,5.448202,14.11061,33.297886,92.808067,33.938686,103.12368,144967.8281
2023-02-09T22:09:00,2.68659,27453.91406,1109.541382,5.447163,14.073807,33.297886,92.686829,33.847767,103.145332,144963.7344
2023-02-09T22:10:00,2.623808,27451.96875,1108.436523,5.447163,14.130092,33.295719,92.626228,33.784981,103.670296,145258.2031
2023-02-09T22:11:00,2.615149,27449.89844,1092.430054,5.448202,14.11061,33.297886,92.587257,33.529533,103.719009,145700.7031
2023-02-09T22:12:00,2.614068,27533.04102,1087.880249,5.447856,14.11061,33.315205,92.509308,33.339016,103.215683,144995.4531
2023-02-09T22:13:00,2.505824,27484.59961,1100.022095,5.449241,14.091125,33.295719,92.405388,33.206963,102.761047,145294.0781
2023-02-09T22:14:00,2.505824,27471.0957,1110.040161,5.448548,14.127928,33.297886,92.288498,33.228611,102.723167,145443.0156
2023-02-09T22:16:00,2.555615,27505.77539,1095.214844,5.447163,14.071644,33.237274,92.128304,33.258923,103.12368,145312.2031
2023-02-09T22:17:00,2.760196,27478.9668,1085.776733,5.447856,14.11061,33.217789,92.037369,33.129032,102.696106,145637.5469
2023-02-09T22:18:00,2.627055,27451.48242,1098.955688,5.447856,14.130092,33.185314,91.907478,33.090061,102.198196,145483.9375
2023-02-09T22:19:00,2.574016,27441.13477,1108.921265,5.447509,14.091125,33.185314,91.799232,33.109547,102.42009,145438.7031
2023-02-09T22:20:00,2.566439,27554.3457,1112.151855,5.447509,14.091125,33.165829,91.690979,33.258923,102.847649,145479.6094
2023-02-09T22:21:00,2.566439,27581.14648,1094.623413,5.446124,14.132258,33.165829,91.669334,33.261086,102.847649,145248.9063
2023-02-09T22:22:00,2.566439,27563.26563,1086.436768,5.446124,14.15174,33.165829,91.630379,33.2784,102.468803,144646.2031
2023-02-09T22:23:00,2.567521,27476.85156,1097.506836,5.447163,14.071644,33.165829,91.552437,33.358501,102.42009,145542.8125
2023-02-09T22:24:00,2.566439,27445.78711,1108.071167,5.447163,14.132258,33.14851,91.613052,33.507885,102.798935,145722.9219
2023-02-09T22:25:00,2.559945,27476.74219,1108.911255,5.447856,14.108443,33.185314,91.708305,33.637775,103.12368,145659.8281
2023-02-09T22:26:00,2.506906,27464.18945,1102.652466,5.446816,14.091125,33.269745,91.708305,33.657253,102.972122,145826.8594
2023-02-09T22:27:00,2.680094,27556.03711,1090.48291,5.44647,14.11061,33.232941,91.777573,33.789318,102.647392,145248.9063
2023-02-09T22:28:00,2.566439,27462.34375,1087.480957,5.446124,14.11061,33.237274,91.773247,33.999306,102.771881,145185.5781
2023-02-09T22:29:00,2.554533,27460.93359,1103.896118,5.444738,14.11061,33.237274,91.885826,34.209297,103.221092,145127.3281
2023-02-09T22:30:00,2.506906,27453.42578,1111.033203,5.443699,14.071644,33.2784,91.985413,34.31971,103.497116,145601.5781
2023-02-09T22:31:00,2.647622,27427.81641,1111.510132,5.445085,14.11061,33.235104,92.128304,34.378159,103.323921,145560.7031
2023-02-09T22:32:00,2.628139,27443.2832,1092.489746,5.444738,14.11061,33.297886,92.20623,34.512375,102.999184,145118.0469
2023-02-09T22:33:00,2.565357,27541.87695,1088.134033,5.444045,14.091125,33.297886,92.292824,34.629284,103.448402,145853.875
2023-02-09T22:34:00,2.566439,27475.5332,1101.200562,5.445431,14.11061,33.297886,92.405388,34.77866,103.946312,146105.7344
2023-02-09T22:35:00,2.505824,27488.66211,1111.097046,5.446124,14.106279,33.297886,92.608902,34.748352,103.870544,146015.9375
2023-02-09T22:36:00,2.68659,27461.88281,1111.643433,5.446124,14.11061,33.297886,92.747452,34.629284,103.670296,145637.5469
2023-02-09T22:37:00,2.567521,27542.90234,1094.071289,5.446816,14.091125,33.336853,92.868683,34.648769,103.746071,145921.4375
2023-02-09T22:38:00,2.627055,27524.41406,1087.185547,5.447856,14.130092,33.336853,93.024551,34.629284,103.995026,146204.75
2023-02-09T22:39:00,2.558862,27526.88672,1099.16394,5.44647,14.132258,33.336853,93.085167,34.616299,104.146584,145943.6094
2023-02-09T22:40:00,2.566439,27478.55469,1109.781494,5.447509,14.149576,33.317368,93.167435,34.508049,103.897598,145984.4531
2023-02-09T22:41:00,2.66494,27443.77344,1111.19104,5.447163,14.11061,33.297886,93.167435,34.4496,103.497116,146069.5625
2023-02-09T22:42:00,2.627055,27468.10547,1098.061523,5.447163,14.130092,33.297886,93.085167,34.397644,103.62159,146209.4063
2023-02-09T22:43:00,2.568604,27487.17773,1087.814697,5.447163,14.130092,33.256752,93.067848,34.339188,104.092461,146478.1406
2023-02-09T22:44:00,2.506906,27483.99219,1093.118286,5.447509,14.132258,33.258923,93.067848,34.17033,103.91925,146383.9531
2023-02-09T22:45:00,2.68659,27480.91406,1108.156006,5.448202,14.127928,33.258923,93.028877,33.938686,103.318512,146383.9531
2023-02-09T22:46:00,2.614068,27499.88867,1110.077759,5.447509,14.091125,33.258923,92.886009,33.789318,103.047905,146231.5156
2023-02-09T22:47:00,2.627055,27520.83008,1102.978394,5.447509,14.130092,33.2784,92.812393,33.598804,103.199455,146608.4688
2023-02-09T22:48:00,2.683342,27516.42383,1086.634521,5.447163,14.091125,33.237274,92.7258,33.429943,103.572876,146921.8594
2023-02-09T22:49:00,2.479844,27559.41992,1090.974976,5.44647,14.091125,33.237274,92.665184,33.090061,103.318512,146581.625
2023-02-09T22:50:00,2.488503,27469.61133,1107.142456,5.445431,14.091125,33.187477,92.569923,32.750175,102.896347,146163.9531
2023-02-09T22:51:00,2.685507,27479.55664,1107.826782,5.444392,14.091125,33.165829,92.409729,32.468742,102.647392,146330.4844
2023-02-09T22:52:00,2.627055,27519.97852,1106.952026,5.446124,14.11061,33.146347,92.344788,32.429771,102.798935,146591
2023-02-09T22:53:00,2.683342,27465.80859,1090.738647,5.446124,14.091125,33.146347,92.266846,32.35833,102.771881,146707.0469
2023-02-09T22:54:00,2.685507,27458.08008,1087.098999,5.447163,14.071644,33.126862,92.149948,32.449257,102.620331,146738.375
2023-02-09T22:55:00,2.68659,27439.7793,1104.646362,5.44647,14.091125,33.107384,92.007065,32.698219,102.447151,146330.4844
2023-02-09T22:56:00,2.746123,27449.86523,1110.240967,5.444738,14.071644,33.126862,91.907478,33.098721,102.393028,146361.8906
2023-02-09T22:57:00,2.550203,27551.76758,1111.291382,5.444045,14.071644,33.165829,91.816559,33.510048,102.62574,146854.2656
2023-02-09T22:58:00,2.565357,27488.1875,1089.083252,5.445085,14.091125,33.185314,91.712631,33.908386,102.571625,146868.0469
2023-02-09T22:59:00,2.676847,27494.32813,1087.455078,5.445085,14.071644,33.237274,91.595734,34.189819,102.32267,146550.2656
2023-02-09T23:00:00,2.627055,27486.12891,1101.22229,5.443353,14.097619,33.276237,91.530785,34.41713,102.398438,146863.6563
2023-02-09T23:01:00,2.801329,27576.79102,1109.766602,5.443699,14.091125,33.295719,91.491821,34.568668,102.533745,146786.6875
2023-02-09T23:02:00,2.746123,27499.20117,1107.773071,5.443353,14.130092,33.317368,91.491821,34.568668,102.696106,146764.7656
2023-02-09T23:03:00,2.801329,27464.25977,1102.744263,5.443353,14.071644,33.297886,91.561089,34.469078,102.571625,146670.7969
